data_100 1.00906 1.02671 1.01086 1.01177 1.10385
data_10000 1.6202 1.75825 1.59376 1.60778 1.56259
data_1000000 1.77925 1.71721 1.73147 1.66689 1.73078
data_100000000 1.89975 2.17217 2.01566 1.96159 1.8705
